user_count,skilltest_tenure,hr_tenure,fp_tenure,longest_tenure_type,longest_tenure_days,all_rates,mean_rate,median_rate
8728,"[389, 12, 1]","[0, 0, 0, [35.0], 35.0, 35.0]",None,,0,[35.0],35.0,35.0
8729,None,"[0, 0, 0, [75.0], 75.0, 75.0]",None,,0,[75.0],75.0,75.0
8730,"[719, 23, 1]","[0, 0, 0, [15.0], 15.0, 15.0]",None,,0,[15.0],15.0,15.0
8731,None,"[0, 0, 0, [50.0], 50.0, 50.0]",None,,0,[50.0],50.0,50.0
8732,None,None,"[0, 0, 0, 'None', 'None', 'None']",,0,[],None,None
8733,None,None,None,None,None,[],None,None
8734,None,"[0, 0, 0, [35.0], 35.0, 35.0]",None,,0,[35.0],35.0,35.0
8735,None,"[0, 0, 0, [40.0], 40.0, 40.0]",None,,0,[40.0],40.0,40.0
8736,None,"[0, 0, 0, [65.0, 65.0], 65.0, 65.0]",None,,0,"[65.0, 65.0]",65.0,65.0
8737,None,None,None,None,None,[],None,None
8738,None,"[0, 0, 0, [15.0], 15.0, 15.0]",None,,0,[15.0],15.0,15.0
8739,None,"[0, 0, 0, [25.0], 25.0, 25.0]",None,,0,[25.0],25.0,25.0
8740,"[51, 1, 0]","[0, 0, 0, [15.0, 12.5], 13.75, 13.75]",None,,0,"[15.0, 12.5]",13.75,13.75
8741,"[440, 14, 1]","[0, 0, 0, [26.0, 27.0, 25.0], 26.0, 26.0]",None,,0,"[26.0, 27.0, 25.0]",26.0,26.0
8742,None,"[0, 0, 0, [35.0], 35.0, 35.0]",None,,0,[35.0],35.0,35.0
8743,None,"[0, 0, 0, [25.0, 25.0], 25.0, 25.0]",None,,0,"[25.0, 25.0]",25.0,25.0
8744,None,"[0, 0, 0, [25.0, 25.0, 26.0], 25.33, 25.0]",None,,0,"[25.0, 25.0, 26.0]",25.33,25.0
8745,"[1105, 36, 3]","[0, 0, 0, [17.5], 17.5, 17.5]",None,,0,[17.5],17.5,17.5
8746,"[562, 18, 1]","[0, 0, 0, [30.0], 30.0, 30.0]",None,,0,[30.0],30.0,30.0
8747,None,"[0, 0, 0, [18.0], 18.0, 18.0]","[0, 0, 0, 'None', 'None', 'None']",,0,[18.0],18.0,18.0
8748,None,"[0, 0, 0, [45.0], 45.0, 45.0]",None,,0,[45.0],45.0,45.0
8749,"[106, 3, 0]","[0, 0, 0, [75.0], 75.0, 75.0]",None,,0,[75.0],75.0,75.0
8750,"[135, 4, 0]","[0, 0, 0, [32.0], 32.0, 32.0]","[0, 0, 0, 'None', 'None', 'None']",,0,[32.0],32.0,32.0
8751,"[206, 6, 0]","[156, 5, 0, [50.0], 50.0, 50.0]",None,,0,[50.0],50.0,50.0
8752,"[179, 5, 0]","[0, 0, 0, [15.0], 15.0, 15.0]",None,,0,[15.0],15.0,15.0
8753,None,"[0, 0, 0, [35.0, 35.0], 35.0, 35.0]",None,,0,"[35.0, 35.0]",35.0,35.0
8754,"[34, 1, 0]",None,None,,0,[],None,None
8755,"[1176, 39, 3]","[0, 0, 0, [40.0, 35.0], 37.5, 37.5]","[0, 0, 0, 'None', 'None', 'None']",,0,"[40.0, 35.0]",37.5,37.5
8756,"[1300, 43, 3]",None,None,,0,[],None,None
8757,None,"[0, 0, 0, [40.0], 40.0, 40.0]",None,,0,[40.0],40.0,40.0
8758,None,None,None,None,None,[],None,None
8759,None,"[0, 0, 0, [40.0, 40.0, 37.5, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 37.5, 37.5, 37.5, 37.5, 37.5, 37.5, 37.5, 37.5, 37.5, 37.5, 37.5, 37.5], 38.45, 37.5]",None,,0,"[40.0, 40.0, 37.5, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 37.5, 37.5, 37.5, 37.5, 37.5, 37.5, 37.5, 37.5, 37.5, 37.5, 37.5, 37.5]",38.45,37.5
8760,None,None,None,None,None,[],None,None
8761,"[518, 17, 1]",None,None,,0,[],None,None
8762,None,"[0, 0, 0, [23.0], 23.0, 23.0]",None,,0,[23.0],23.0,23.0
8763,"[496, 16, 1]","[0, 0, 0, [11.12], 11.12, 11.12]",None,,0,[11.12],11.12,11.12
8764,"[691, 23, 1]","[0, 0, 0, [20.0], 20.0, 20.0]",None,,0,[20.0],20.0,20.0
8765,None,"[0, 0, 0, [25.0, 22.5, 16.0], 21.17, 22.5]",None,,0,"[25.0, 22.5, 16.0]",21.17,22.5
8766,None,"[0, 0, 0, [25.0], 25.0, 25.0]",None,,0,[25.0],25.0,25.0
8767,"[375, 12, 1]","[0, 0, 0, [35.0, 35.0], 35.0, 35.0]",None,,0,"[35.0, 35.0]",35.0,35.0
8768,"[1405, 46, 3]","[0, 0, 0, [100.0, 100.0, 125.0, 90.0, 80.0, 80.0], 95.83, 95.0]",None,,0,"[100.0, 100.0, 125.0, 90.0, 80.0, 80.0]",95.83,95.0
8769,"[396, 13, 1]",None,None,,0,[],None,None
8770,"[246, 8, 0]","[0, 0, 0, [43.0, 25.0, 35.0], 34.33, 35.0]","[26, 0, 0, 'None', 'None', 'None']",,0,"[43.0, 25.0, 35.0]",34.33,35.0
8771,None,"[0, 0, 0, [27.4, 27.4], 27.4, 27.4]",None,,0,"[27.4, 27.4]",27.4,27.4
8772,None,"[0, 0, 0, [75.0, 75.0, 60.0], 70.0, 75.0]",None,,0,"[75.0, 75.0, 60.0]",70.0,75.0
8773,None,"[0, 0, 0, [80.0], 80.0, 80.0]",None,,0,[80.0],80.0,80.0
8774,None,None,None,None,None,[],None,None
8775,None,None,None,None,None,[],None,None
8776,"[516, 17, 1]","[0, 0, 0, [20.0, 22.0], 21.0, 21.0]",None,,0,"[20.0, 22.0]",21.0,21.0
8777,None,"[0, 0, 0, [30.0], 30.0, 30.0]","[0, 0, 0, 'None', 'None', 'None']",,0,[30.0],30.0,30.0
8778,None,"[0, 0, 0, [33.33, 25.0, 25.0, 35.0, 25.0], 28.67, 25.0]",None,,0,"[33.33, 25.0, 25.0, 35.0, 25.0]",28.67,25.0
8779,None,None,None,None,None,[],None,None
8780,None,"[0, 0, 0, [25.0], 25.0, 25.0]",None,,0,[25.0],25.0,25.0
8781,None,"[0, 0, 0, [22.0], 22.0, 22.0]",None,,0,[22.0],22.0,22.0
8782,None,None,None,None,None,[],None,None
8783,"[668, 22, 1]","[0, 0, 0, [30.0], 30.0, 30.0]",None,,0,[30.0],30.0,30.0
8784,None,"[0, 0, 0, [16.67], 16.67, 16.67]",None,,0,[16.67],16.67,16.67
8785,None,None,None,None,None,[],None,None
8786,None,None,None,None,None,[],None,None
8787,None,"[0, 0, 0, [50.0], 50.0, 50.0]",None,,0,[50.0],50.0,50.0
8788,"[262, 8, 0]","[0, 0, 0, [17.85], 17.85, 17.85]",None,,0,[17.85],17.85,17.85
8789,None,"[0, 0, 0, [30.0, 22.0, 35.0], 29.0, 30.0]","[0, 0, 0, 'None', 'None', 'None']",,0,"[30.0, 22.0, 35.0]",29.0,30.0
8790,None,"[0, 0, 0, [20.0], 20.0, 20.0]",None,,0,[20.0],20.0,20.0
8791,None,"[0, 0, 0, [20.0], 20.0, 20.0]",None,,0,[20.0],20.0,20.0
8792,"[1242, 41, 3]","[804, 26, 2, [194.44], 194.44, 194.44]",None,,0,[194.44],194.44,194.44
8793,"[953, 31, 2]","[0, 0, 0, [65.0], 65.0, 65.0]",None,,0,[65.0],65.0,65.0
8794,"[1979, 65, 5]","[1955, 65, 5, [11.0, 5.56, 2.22], 6.26, 5.56]","[1950, 65, 5, 'None', 'None', 'None']",,0,"[11.0, 5.56, 2.22]",6.26,5.56
8795,None,None,None,None,None,[],None,None
8796,None,None,None,None,None,[],None,None
8797,None,None,None,None,None,[],None,None
8798,None,None,None,None,None,[],None,None
8799,None,None,None,None,None,[],None,None
8800,"[735, 24, 2]",None,None,,0,[],None,None
8801,"[55, 1, 0]",None,None,,0,[],None,None
8802,None,None,None,None,None,[],None,None
8803,None,None,None,None,None,[],None,None
8804,None,None,None,None,None,[],None,None
8805,"[73, 2, 0]",None,None,,0,[],None,None
8806,None,None,None,None,None,[],None,None
8807,None,None,None,None,None,[],None,None
8808,None,"[75, 2, 0, [15.0], 15.0, 15.0]",None,,0,[15.0],15.0,15.0
8809,None,None,None,None,None,[],None,None
8810,None,"[0, 0, 0, [30.0], 30.0, 30.0]",None,,0,[30.0],30.0,30.0
8811,"[248, 8, 0]","[0, 0, 0, [45.0], 45.0, 45.0]",None,,0,[45.0],45.0,45.0
8812,None,None,None,None,None,[],None,None
8813,None,None,None,None,None,[],None,None
8814,"[542, 18, 1]","[0, 0, 0, [25.0], 25.0, 25.0]",None,,0,[25.0],25.0,25.0
8815,"[613, 20, 1]","[258, 8, 0, [20.0, 32.0, 20.0], 24.0, 20.0]",None,,0,"[20.0, 32.0, 20.0]",24.0,20.0
8816,"[76, 2, 0]",None,None,,0,[],None,None
8817,None,"[0, 0, 0, [60.0, 60.0], 60.0, 60.0]",None,,0,"[60.0, 60.0]",60.0,60.0
8818,"[591, 19, 1]","[414, 13, 1, [20.0, 20.0], 20.0, 20.0]",None,,0,"[20.0, 20.0]",20.0,20.0
8819,None,None,None,None,None,[],None,None
8820,None,None,None,None,None,[],None,None
8821,None,None,None,None,None,[],None,None
8822,None,None,None,None,None,[],None,None
8823,None,None,None,None,None,[],None,None
8824,None,None,None,None,None,[],None,None
8825,None,None,None,None,None,[],None,None
8826,"[2451, 81, 6]",None,None,,0,[],None,None
8827,"[79, 2, 0]","[0, 0, 0, [40.0], 40.0, 40.0]",None,,0,[40.0],40.0,40.0
8828,None,None,None,None,None,[],None,None
8829,None,None,None,None,None,[],None,None
8830,None,None,None,None,None,[],None,None
8831,None,None,None,None,None,[],None,None
8832,None,"[0, 0, 0, [24.5], 24.5, 24.5]",None,,0,[24.5],24.5,24.5
8833,"[36, 1, 0]",None,None,,0,[],None,None
8834,None,"[26, 0, 0, [40.0], 40.0, 40.0]",None,,0,[40.0],40.0,40.0
8835,None,"[0, 0, 0, [45.0], 45.0, 45.0]",None,,0,[45.0],45.0,45.0
8836,None,"[0, 0, 0, [25.0], 25.0, 25.0]",None,,0,[25.0],25.0,25.0
8837,None,None,None,None,None,[],None,None
8838,"[157, 5, 0]","[0, 0, 0, [25.0], 25.0, 25.0]",None,,0,[25.0],25.0,25.0
8839,"[623, 20, 1]",None,None,,0,[],None,None
8840,"[194, 6, 0]",None,None,,0,[],None,None
8841,"[75, 2, 0]","[0, 0, 0, [29.0], 29.0, 29.0]","[19, 0, 0, 'None', 'None', 'None']",,0,[29.0],29.0,29.0
8842,None,None,None,None,None,[],None,None
8843,None,None,None,None,None,[],None,None
8844,"[317, 10, 0]","[231, 7, 0, [15.0, 25.0], 20.0, 20.0]",None,,0,"[15.0, 25.0]",20.0,20.0
8845,"[311, 10, 0]","[0, 0, 0, [30.0], 30.0, 30.0]",None,,0,[30.0],30.0,30.0
8846,None,"[0, 0, 0, [30.0, 32.5], 31.25, 31.25]",None,,0,"[30.0, 32.5]",31.25,31.25
8847,None,None,None,None,None,[],None,None
8848,"[19, 0, 0]",None,None,,0,[],None,None
8849,None,None,None,None,None,[],None,None
8850,"[41, 1, 0]",None,None,,0,[],None,None
8851,None,"[0, 0, 0, [22.5], 22.5, 22.5]",None,,0,[22.5],22.5,22.5
8852,None,"[0, 0, 0, [30.0], 30.0, 30.0]","[191, 6, 0, 'None', 'None', 'None']",,0,[30.0],30.0,30.0
8853,"[53, 1, 0]",None,None,,0,[],None,None
8854,None,None,None,None,None,[],None,None
8855,None,"[0, 0, 0, [20.0], 20.0, 20.0]",None,,0,[20.0],20.0,20.0
8856,"[262, 8, 0]","[0, 0, 0, [15.0], 15.0, 15.0]",None,,0,[15.0],15.0,15.0
8857,"[414, 13, 1]","[0, 0, 0, [22.0], 22.0, 22.0]",None,,0,[22.0],22.0,22.0
8858,None,None,None,None,None,[],None,None
8859,None,None,None,None,None,[],None,None
8860,None,"[0, 0, 0, [35.0], 35.0, 35.0]",None,,0,[35.0],35.0,35.0
8861,None,None,None,None,None,[],None,None
8862,None,None,None,None,None,[],None,None
8863,None,"[0, 0, 0, [20.0], 20.0, 20.0]",None,,0,[20.0],20.0,20.0
8864,"[1257, 41, 3]","[0, 0, 0, [55.55], 55.55, 55.55]",None,,0,[55.55],55.55,55.55
8865,"[1283, 42, 3]",None,None,,0,[],None,None
8866,None,None,None,None,None,[],None,None
8867,"[76, 2, 0]","[0, 0, 0, [25.0], 25.0, 25.0]",None,,0,[25.0],25.0,25.0
8868,None,"[0, 0, 0, [45.0], 45.0, 45.0]",None,,0,[45.0],45.0,45.0
8869,None,"[83, 2, 0, [80.0, 60.0], 70.0, 70.0]",None,,0,"[80.0, 60.0]",70.0,70.0
8870,None,"[0, 0, 0, [37.0], 37.0, 37.0]",None,,0,[37.0],37.0,37.0
8871,"[60, 2, 0]","[0, 0, 0, [40.0], 40.0, 40.0]",None,,0,[40.0],40.0,40.0
8872,"[1123, 37, 3]","[0, 0, 0, [14.0], 14.0, 14.0]",None,,0,[14.0],14.0,14.0
8873,"[1099, 36, 3]","[0, 0, 0, [25.0, 25.0], 25.0, 25.0]",None,,0,"[25.0, 25.0]",25.0,25.0
8874,"[1038, 34, 2]","[0, 0, 0, [30.0, 25.0], 27.5, 27.5]",None,,0,"[30.0, 25.0]",27.5,27.5
8875,None,"[0, 0, 0, [13.0], 13.0, 13.0]",None,,0,[13.0],13.0,13.0
8876,"[971, 32, 2]","[0, 0, 0, [30.0, 45.0], 37.5, 37.5]",None,,0,"[30.0, 45.0]",37.5,37.5
8877,None,"[0, 0, 0, [22.0], 22.0, 22.0]",None,,0,[22.0],22.0,22.0
8878,"[893, 29, 2]","[0, 0, 0, [55.0, 30.0], 42.5, 42.5]",None,,0,"[55.0, 30.0]",42.5,42.5
8879,"[590, 19, 1]","[75, 2, 0, [52.0, 52.0, 52.0, 52.0, 52.0, 52.0], 52.0, 52.0]",None,,0,"[52.0, 52.0, 52.0, 52.0, 52.0, 52.0]",52.0,52.0
8880,"[219, 7, 0]","[0, 0, 0, [10.0, 10.0], 10.0, 10.0]",None,,0,"[10.0, 10.0]",10.0,10.0
8881,"[733, 24, 2]","[23, 0, 0, [20.0, 18.0, 18.0], 18.67, 18.0]",None,,0,"[20.0, 18.0, 18.0]",18.67,18.0
8882,"[123, 4, 0]","[0, 0, 0, [10.0, 22.0], 16.0, 16.0]",None,,0,"[10.0, 22.0]",16.0,16.0
8883,None,"[0, 0, 0, [28.0, 26.0], 27.0, 27.0]",None,,0,"[28.0, 26.0]",27.0,27.0
8884,"[438, 14, 1]","[0, 0, 0, [38.0], 38.0, 38.0]","[0, 0, 0, 'None', 'None', 'None']",,0,[38.0],38.0,38.0
8885,None,"[0, 0, 0, [31.25], 31.25, 31.25]",None,,0,[31.25],31.25,31.25
8886,None,"[0, 0, 0, [17.0], 17.0, 17.0]",None,,0,[17.0],17.0,17.0
8887,None,"[0, 0, 0, [20.0], 20.0, 20.0]",None,,0,[20.0],20.0,20.0
8888,"[463, 15, 1]","[75, 2, 0, [20.0, 25.0], 22.5, 22.5]",None,,0,"[20.0, 25.0]",22.5,22.5
8889,"[453, 15, 1]","[0, 0, 0, [40.0], 40.0, 40.0]",None,,0,[40.0],40.0,40.0
8890,None,None,None,None,None,[],None,None
8891,None,"[0, 0, 0, [65.0], 65.0, 65.0]",None,,0,[65.0],65.0,65.0
8892,None,"[0, 0, 0, [24.0, 16.0], 20.0, 20.0]",None,,0,"[24.0, 16.0]",20.0,20.0
8893,"[80, 2, 0]","[0, 0, 0, [32.0], 32.0, 32.0]",None,,0,[32.0],32.0,32.0
8894,None,None,None,None,None,[],None,None
8895,None,"[0, 0, 0, [37.5], 37.5, 37.5]",None,,0,[37.5],37.5,37.5
8896,None,"[0, 0, 0, [40.0, 30.0], 35.0, 35.0]",None,,0,"[40.0, 30.0]",35.0,35.0
8897,None,"[0, 0, 0, [20.0], 20.0, 20.0]",None,,0,[20.0],20.0,20.0
8898,None,"[0, 0, 0, [50.0], 50.0, 50.0]",None,,0,[50.0],50.0,50.0
8899,None,"[0, 0, 0, [44.44], 44.44, 44.44]",None,,0,[44.44],44.44,44.44
8900,None,"[0, 0, 0, [31.25], 31.25, 31.25]","[0, 0, 0, 'None', 'None', 'None']",,0,[31.25],31.25,31.25
8901,None,"[0, 0, 0, [150.0], 150.0, 150.0]",None,,0,[150.0],150.0,150.0
8902,"[1101, 36, 3]","[0, 0, 0, [22.0, 35.0, 27.0, 22.0], 26.5, 24.5]","[0, 0, 0, 'None', 'None', 'None']",,0,"[22.0, 35.0, 27.0, 22.0]",26.5,24.5
8903,None,"[0, 0, 0, [25.0, 25.0], 25.0, 25.0]",None,,0,"[25.0, 25.0]",25.0,25.0
8904,"[109, 3, 0]","[0, 0, 0, [20.0, 20.0, 11.0], 17.0, 20.0]",None,,0,"[20.0, 20.0, 11.0]",17.0,20.0
8905,"[131, 4, 0]","[0, 0, 0, [15.0], 15.0, 15.0]",None,,0,[15.0],15.0,15.0
8906,"[95, 3, 0]","[0, 0, 0, [30.0, 30.0, 25.0], 28.33, 30.0]",None,,0,"[30.0, 30.0, 25.0]",28.33,30.0
8907,None,"[0, 0, 0, [25.0], 25.0, 25.0]",None,,0,[25.0],25.0,25.0
8908,None,"[0, 0, 0, [20.0, 15.0], 17.5, 17.5]",None,,0,"[20.0, 15.0]",17.5,17.5
8909,"[505, 16, 1]","[432, 14, 1, [20.0, 18.0], 19.0, 19.0]",None,,0,"[20.0, 18.0]",19.0,19.0
8910,None,"[0, 0, 0, [24.0], 24.0, 24.0]",None,,0,[24.0],24.0,24.0
8911,"[437, 14, 1]","[0, 0, 0, [50.0], 50.0, 50.0]",None,,0,[50.0],50.0,50.0
8912,None,"[0, 0, 0, [25.0], 25.0, 25.0]",None,,0,[25.0],25.0,25.0
8913,"[424, 14, 1]","[149, 4, 0, [26.0, 25.0, 25.0, 35.0], 27.75, 25.5]",None,,0,"[26.0, 25.0, 25.0, 35.0]",27.75,25.5
8914,None,"[0, 0, 0, [18.65], 18.65, 18.65]",None,,0,[18.65],18.65,18.65
8915,None,"[0, 0, 0, [15.0], 15.0, 15.0]",None,,0,[15.0],15.0,15.0
8916,None,"[0, 0, 0, [30.0], 30.0, 30.0]",None,,0,[30.0],30.0,30.0
8917,None,"[0, 0, 0, [25.0], 25.0, 25.0]",None,,0,[25.0],25.0,25.0
8918,None,"[0, 0, 0, [30.0], 30.0, 30.0]",None,,0,[30.0],30.0,30.0
8919,None,None,None,None,None,[],None,None
8920,None,"[0, 0, 0, [25.0], 25.0, 25.0]",None,,0,[25.0],25.0,25.0
8921,"[128, 4, 0]","[84, 2, 0, [50.0, 40.0, 40.0, 40.0, 19.0, 30.0], 36.5, 40.0]","[138, 4, 0, 'None', 'None', 'None']",,0,"[50.0, 40.0, 40.0, 40.0, 19.0, 30.0]",36.5,40.0
8922,None,"[0, 0, 0, [40.0], 40.0, 40.0]",None,,0,[40.0],40.0,40.0
8923,None,"[0, 0, 0, [17.0], 17.0, 17.0]",None,,0,[17.0],17.0,17.0
8924,None,"[0, 0, 0, [45.0], 45.0, 45.0]",None,,0,[45.0],45.0,45.0
8925,None,"[0, 0, 0, [84.0], 84.0, 84.0]",None,,0,[84.0],84.0,84.0
8926,None,"[61, 2, 0, [30.0, 20.0, 30.0], 26.67, 30.0]",None,,0,"[30.0, 20.0, 30.0]",26.67,30.0
8927,None,"[0, 0, 0, [30.0], 30.0, 30.0]",None,,0,[30.0],30.0,30.0
8928,None,"[0, 0, 0, [35.0], 35.0, 35.0]",None,,0,[35.0],35.0,35.0
8929,None,"[0, 0, 0, [40.0], 40.0, 40.0]",None,,0,[40.0],40.0,40.0
8930,None,"[0, 0, 0, [46.0], 46.0, 46.0]",None,,0,[46.0],46.0,46.0
8931,"[352, 11, 0]","[199, 6, 0, [25.0, 5.0], 15.0, 15.0]",None,,0,"[25.0, 5.0]",15.0,15.0
8932,"[75, 2, 0]","[0, 0, 0, [26.0], 26.0, 26.0]",None,,0,[26.0],26.0,26.0
8933,"[1745, 58, 4]","[1721, 57, 4, [35.0, 15.56, 11.11], 20.56, 15.56]",None,,0,"[35.0, 15.56, 11.11]",20.56,15.56
8934,"[236, 7, 0]","[0, 0, 0, [35.0], 35.0, 35.0]",None,,0,[35.0],35.0,35.0
8935,"[106, 3, 0]","[0, 0, 0, [12.63, 24.5], 18.57, 18.57]",None,,0,"[12.63, 24.5]",18.57,18.57
8936,None,"[0, 0, 0, [15.0], 15.0, 15.0]",None,,0,[15.0],15.0,15.0
8937,None,"[0, 0, 0, [30.0], 30.0, 30.0]",None,,0,[30.0],30.0,30.0
8938,"[689, 22, 1]","[45, 1, 0, [20.0, 20.0, 15.0], 18.33, 20.0]",None,,0,"[20.0, 20.0, 15.0]",18.33,20.0
8939,"[138, 4, 0]","[0, 0, 0, [23.0], 23.0, 23.0]","[0, 0, 0, 'None', 'None', 'None']",,0,[23.0],23.0,23.0
8940,None,"[0, 0, 0, [12.0], 12.0, 12.0]",None,,0,[12.0],12.0,12.0
8941,None,"[0, 0, 0, [47.0], 47.0, 47.0]",None,,0,[47.0],47.0,47.0
8942,"[337, 11, 0]","[0, 0, 0, [60.0, 60.0, 35.0], 51.67, 60.0]","[0, 0, 0, 'None', 'None', 'None']",,0,"[60.0, 60.0, 35.0]",51.67,60.0
8943,None,"[0, 0, 0, [36.0], 36.0, 36.0]",None,,0,[36.0],36.0,36.0
8944,None,"[0, 0, 0, [40.0, 45.0, 40.0], 41.67, 40.0]",None,,0,"[40.0, 45.0, 40.0]",41.67,40.0
8945,None,"[0, 0, 0, [20.0], 20.0, 20.0]",None,,0,[20.0],20.0,20.0
8946,None,"[137, 4, 0, [35.0, 100.0, 35.0], 56.67, 35.0]",None,,0,"[35.0, 100.0, 35.0]",56.67,35.0
8947,None,"[0, 0, 0, [25.0, 25.0, 20.0], 23.33, 25.0]",None,,0,"[25.0, 25.0, 20.0]",23.33,25.0
8948,None,"[592, 19, 1, [25.4, 14.0], 19.7, 19.7]",None,,0,"[25.4, 14.0]",19.7,19.7
8949,None,"[0, 0, 0, [25.0], 25.0, 25.0]","[0, 0, 0, 'None', 'None', 'None']",,0,[25.0],25.0,25.0
8950,"[1544, 51, 4]","[0, 0, 0, [50.0, 59.0], 54.5, 54.5]",None,,0,"[50.0, 59.0]",54.5,54.5
8951,None,None,None,None,None,[],None,None
8952,"[678, 22, 1]","[122, 4, 0, [82.0], 82.0, 82.0]",None,,0,[82.0],82.0,82.0
8953,"[811, 27, 2]","[0, 0, 0, [18.67], 18.67, 18.67]",None,,0,[18.67],18.67,18.67
8954,None,"[667, 22, 1, [60.0], 60.0, 60.0]",None,,0,[60.0],60.0,60.0
8955,None,"[0, 0, 0, [15.56], 15.56, 15.56]",None,,0,[15.56],15.56,15.56
8956,None,"[0, 0, 0, [18.75], 18.75, 18.75]",None,,0,[18.75],18.75,18.75
8957,None,None,None,None,None,[],None,None
8958,"[178, 5, 0]","[0, 0, 0, [75.0, 75.0, 50.0, 75.0], 68.75, 75.0]","[0, 0, 0, 'None', 'None', 'None']",,0,"[75.0, 75.0, 50.0, 75.0]",68.75,75.0
8959,"[116, 3, 0]","[0, 0, 0, [21.0], 21.0, 21.0]",None,,0,[21.0],21.0,21.0
8960,None,"[0, 0, 0, [25.0, 18.7], 21.85, 21.85]",None,,0,"[25.0, 18.7]",21.85,21.85
8961,None,None,None,None,None,[],None,None
8962,None,None,None,None,None,[],None,None
8963,None,None,None,None,None,[],None,None
8964,"[1621, 54, 4]","[0, 0, 0, [50.0, 40.0], 45.0, 45.0]",None,,0,"[50.0, 40.0]",45.0,45.0
8965,"[1504, 50, 4]","[736, 24, 2, [20.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 22.22], 31.53, 35.0]","[694, 23, 1, 'None', 'None', 'None']",,0,"[20.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 22.22]",31.53,35.0
8966,None,None,None,None,None,[],None,None
8967,"[65, 2, 0]",None,None,,0,[],None,None
8968,None,None,None,None,None,[],None,None
8969,"[2121, 70, 5]","[0, 0, 0, [40.0], 40.0, 40.0]",None,,0,[40.0],40.0,40.0
8970,"[20, 0, 0]",None,None,,0,[],None,None
8971,"[372, 12, 1]","[0, 0, 0, [17.5], 17.5, 17.5]",None,,0,[17.5],17.5,17.5
8972,"[1151, 38, 3]","[0, 0, 0, [25.0, 16.0], 20.5, 20.5]",None,,0,"[25.0, 16.0]",20.5,20.5
8973,None,"[0, 0, 0, [27.0], 27.0, 27.0]",None,,0,[27.0],27.0,27.0
8974,"[167, 5, 0]","[0, 0, 0, [15.5], 15.5, 15.5]",None,,0,[15.5],15.5,15.5
8975,None,"[0, 0, 0, [36.0, 36.0], 36.0, 36.0]",None,,0,"[36.0, 36.0]",36.0,36.0
8976,None,"[0, 0, 0, [12.5, 35.0], 23.75, 23.75]",None,,0,"[12.5, 35.0]",23.75,23.75
8977,None,"[0, 0, 0, [30.0], 30.0, 30.0]",None,,0,[30.0],30.0,30.0
8978,"[81, 2, 0]","[0, 0, 0, [30.0], 30.0, 30.0]",None,,0,[30.0],30.0,30.0
8979,None,"[0, 0, 0, [35.0], 35.0, 35.0]",None,,0,[35.0],35.0,35.0
8980,None,"[0, 0, 0, [10.0], 10.0, 10.0]",None,,0,[10.0],10.0,10.0
8981,None,"[0, 0, 0, [50.0, 45.0], 47.5, 47.5]",None,,0,"[50.0, 45.0]",47.5,47.5
8982,"[109, 3, 0]","[0, 0, 0, [30.0], 30.0, 30.0]",None,,0,[30.0],30.0,30.0
8983,"[361, 12, 0]",None,None,,0,[],None,None
8984,None,None,None,None,None,[],None,None
8985,None,None,None,None,None,[],None,None
8986,None,"[0, 0, 0, [48.0, 48.0], 48.0, 48.0]",None,,0,"[48.0, 48.0]",48.0,48.0
8987,None,"[0, 0, 0, [20.0], 20.0, 20.0]",None,,0,[20.0],20.0,20.0
8988,None,"[0, 0, 0, [25.0], 25.0, 25.0]",None,,0,[25.0],25.0,25.0
8989,None,None,None,None,None,[],None,None
8990,"[35, 1, 0]",None,None,,0,[],None,None
8991,"[737, 24, 2]","[0, 0, 0, [26.5], 26.5, 26.5]",None,,0,[26.5],26.5,26.5
8992,None,"[0, 0, 0, [27.0], 27.0, 27.0]",None,,0,[27.0],27.0,27.0
8993,None,None,None,None,None,[],None,None
8994,None,None,None,None,None,[],None,None
8995,"[416, 13, 1]","[0, 0, 0, [40.0, 20.0, 16.0, 16.0], 23.0, 18.0]",None,,0,"[40.0, 20.0, 16.0, 16.0]",23.0,18.0
8996,None,None,None,None,None,[],None,None
8997,None,"[0, 0, 0, [30.0], 30.0, 30.0]",None,,0,[30.0],30.0,30.0
8998,None,"[0, 0, 0, [25.0], 25.0, 25.0]",None,,0,[25.0],25.0,25.0
8999,None,"[0, 0, 0, [95.0, 90.0, 82.0, 82.0], 87.25, 86.0]",None,,0,"[95.0, 90.0, 82.0, 82.0]",87.25,86.0
9000,None,"[0, 0, 0, [60.0], 60.0, 60.0]",None,,0,[60.0],60.0,60.0
9001,"[486, 16, 1]","[0, 0, 0, [17.5], 17.5, 17.5]",None,,0,[17.5],17.5,17.5
9002,None,"[0, 0, 0, [30.0], 30.0, 30.0]",None,,0,[30.0],30.0,30.0
9003,None,None,None,None,None,[],None,None
9004,None,None,None,None,None,[],None,None
9005,None,None,None,None,None,[],None,None
9006,"[322, 10, 0]",None,None,,0,[],None,None
9007,None,None,None,None,None,[],None,None
9008,None,None,None,None,None,[],None,None
9009,None,None,None,None,None,[],None,None
9010,None,None,None,None,None,[],None,None
9011,None,None,None,None,None,[],None,None
9012,"[727, 24, 1]",None,"[0, 0, 0, 'None', 'None', 'None']",,0,[],None,None
